Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,zipcode,airbnb_price_mean,airbnb_record_count,review_scores_value_mean,review_scores_location_mean
Coburg,3,h,1090000.0,7.8,3058.0,1.0,1.0,464.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1130000.0,7.8,3058.0,1.0,2.0,735.0,127.0,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1145000.0,7.8,3058.0,2.0,2.0,480.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,t,657000.0,7.8,3058.0,1.0,2.0,138.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,763000.0,7.8,3058.0,2.0,1.0,107.0,110.0,1994.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,903000.0,7.8,3058.0,1.0,1.0,253.0,94.0,1910.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1000000.0,7.8,3058.0,1.0,1.0,431.0,117.0,1970.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1742000.0,7.8,3058.0,2.0,4.0,482.0,256.0,2006.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,865000.0,7.8,3058.0,1.0,1.0,452.0,125.0,1925.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,u,485000.0,7.8,3058.0,2.0,1.0,0.0,96.0,1880.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1278000.0,7.8,3058.0,2.0,3.0,405.0,156.0,1930.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,t,590000.0,7.8,3058.0,2.0,2.0,0.0,109.0,2013.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1000000.0,7.8,3058.0,2.0,1.0,381.0,,1938.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,t,590000.0,7.8,3058.0,2.0,2.0,0.0,168.0,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1030000.0,7.8,3058.0,1.0,1.0,404.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1136000.0,7.8,3058.0,3.0,1.0,420.0,146.0,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,t,635000.0,7.8,3058.0,1.0,1.0,97.0,95.0,2014.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1061000.0,7.8,3058.0,1.0,1.0,527.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1155000.0,7.8,3058.0,1.0,2.0,370.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,650000.0,7.8,3058.0,2.0,2.0,312.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1286000.0,7.8,3058.0,2.0,2.0,435.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,885000.0,7.8,3058.0,1.0,2.0,255.0,,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1160000.0,7.8,3058.0,2.0,5.0,371.0,,1888.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1400000.0,7.8,3058.0,1.0,1.0,856.0,189.0,1970.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,u,470000.0,7.8,3058.0,2.0,1.0,0.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1260000.0,7.8,3058.0,2.0,0.0,407.0,230.0,1930.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,920000.0,7.8,3058.0,1.0,0.0,157.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,841000.0,7.8,3058.0,1.0,3.0,385.0,98.0,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,u,537500.0,7.8,3058.0,1.0,1.0,0.0,73.0,1975.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,1130000.0,7.8,3058.0,1.0,2.0,520.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,t,598000.0,7.8,3058.0,1.0,1.0,108.0,100.0,2007.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1120000.0,7.8,3058.0,2.0,1.0,293.0,180.0,2006.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,870000.0,7.8,3058.0,1.0,1.0,371.0,100.0,1980.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,680000.0,7.8,3058.0,1.0,2.0,462.0,72.0,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,1,h,482500.0,7.8,3058.0,1.0,1.0,108.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,825000.0,7.8,3058.0,1.0,2.0,577.0,131.0,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,725000.0,7.8,3058.0,1.0,0.0,238.0,131.0,1900.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1250000.0,7.8,3058.0,3.0,1.0,515.0,249.0,1900.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,1008000.0,7.8,3058.0,1.0,3.0,457.0,89.0,1940.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,t,599000.0,7.8,3058.0,2.0,1.0,76.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,860000.0,7.8,3058.0,1.0,1.0,483.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,990000.0,7.8,3058.0,1.0,1.0,488.0,142.0,1930.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,u,451000.0,7.8,3058.0,1.0,1.0,0.0,72.0,1970.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,635000.0,7.8,3058.0,2.0,3.0,339.0,149.0,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,5,h,1020000.0,7.8,3058.0,2.0,4.0,381.0,286.0,1985.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,967000.0,7.8,3058.0,1.0,1.0,169.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1025000.0,7.8,3058.0,1.0,3.0,336.0,112.0,1950.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,700000.0,7.8,3058.0,1.0,1.0,138.0,102.0,2000.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1130000.0,7.8,3058.0,1.0,3.0,206.0,80.0,1945.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,835000.0,7.8,3058.0,1.0,2.0,385.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1075000.0,7.8,3058.0,1.0,4.0,531.0,187.0,1925.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,845000.0,7.8,3058.0,1.0,1.0,221.0,,1980.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,t,600000.0,7.8,3058.0,1.0,1.0,102.0,95.0,1976.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1461000.0,7.8,3058.0,2.0,2.0,571.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1150000.0,7.8,3058.0,2.0,2.0,43.0,205.0,1930.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,u,515000.0,7.8,3058.0,1.0,2.0,0.0,70.0,1970.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,770000.0,7.8,3058.0,1.0,2.0,408.0,,1970.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,472000.0,7.8,3058.0,1.0,1.0,500.0,69.0,1975.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,901000.0,7.8,3058.0,1.0,1.0,545.0,107.0,1940.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,642000.0,7.8,3058.0,1.0,0.0,167.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,605000.0,7.8,3058.0,1.0,1.0,0.0,13.0,1969.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,t,687000.0,7.8,3058.0,1.0,1.0,116.0,140.0,1995.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,975000.0,7.8,3058.0,2.0,2.0,307.0,203.0,1996.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,985000.0,7.8,3058.0,1.0,1.0,309.0,,1880.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,835000.0,7.8,3058.0,1.0,1.0,459.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,951000.0,7.8,3058.0,2.0,0.0,342.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1370000.0,7.8,3058.0,1.0,1.0,563.0,130.0,1930.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,700000.0,7.8,3058.0,1.0,2.0,381.0,92.0,1925.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,t,810000.0,7.8,3058.0,2.0,1.0,213.0,131.0,2010.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,u,445000.0,7.8,3058.0,1.0,1.0,0.0,,2007.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,838000.0,7.8,3058.0,1.0,1.0,576.0,147.0,1960.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,810000.0,7.8,3058.0,1.0,1.0,370.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1150000.0,7.8,3058.0,1.0,2.0,633.0,164.0,1990.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,931000.0,7.8,3058.0,1.0,1.0,412.0,160.0,1920.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,1,u,241000.0,7.8,3058.0,1.0,1.0,0.0,62.0,1976.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,4,h,1331000.0,7.8,3058.0,2.0,2.0,394.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,1,h,1007000.0,7.8,3058.0,2.0,0.0,807.0,1.0,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,981000.0,7.8,3058.0,1.0,1.0,263.0,114.0,1910.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,t,570000.0,7.8,3058.0,1.0,1.0,0.0,86.0,1900.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,500000.0,7.8,3058.0,1.0,1.0,113.0,70.0,1970.0,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,830000.0,7.8,3058.0,2.0,0.0,559.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,3,h,1194500.0,7.8,3058.0,1.0,2.0,537.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,u,425000.0,7.8,3058.0,2.0,1.0,0.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg,2,h,645000.0,7.8,3058.0,1.0,1.0,702.0,,,Northern Metropolitan,11204.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,4,h,895000.0,9.2,3058.0,2.0,2.0,661.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,655000.0,9.2,3058.0,1.0,0.0,404.0,98.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,t,631000.0,9.2,3058.0,1.0,1.0,178.0,120.0,2012.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,t,600000.0,9.2,3058.0,1.0,1.0,145.0,105.0,2010.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,4,h,820000.0,9.2,3058.0,1.0,3.0,498.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,715000.0,9.2,3058.0,2.0,2.0,173.0,120.0,2010.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,735000.0,9.2,3058.0,1.0,1.0,427.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,864000.0,9.2,3058.0,1.0,2.0,565.0,115.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,700000.0,9.2,3058.0,1.0,2.0,626.0,108.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,4,h,735000.0,9.2,3058.0,2.0,2.0,302.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,t,591000.0,9.2,3058.0,1.0,1.0,0.0,86.0,2008.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,860000.0,9.2,3058.0,1.0,3.0,586.0,145.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,h,765000.0,9.2,3058.0,1.0,2.0,563.0,116.0,1925.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,625000.0,9.2,3058.0,1.0,2.0,104.0,138.0,2014.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,h,745000.0,9.2,3058.0,1.0,3.0,526.0,90.0,1940.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,4,h,1050000.0,9.2,3058.0,3.0,2.0,501.0,258.0,2016.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,782000.0,9.2,3058.0,1.0,3.0,576.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,h,935000.0,9.2,3058.0,1.0,2.0,833.0,107.0,1960.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,4,h,1009000.0,9.2,3058.0,1.0,2.0,590.0,,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,h,820000.0,9.2,3058.0,1.0,4.0,629.0,120.0,1960.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,780000.0,9.2,3058.0,1.0,2.0,307.0,96.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,707000.0,9.2,3058.0,2.0,3.0,556.0,129.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,772000.0,9.2,3058.0,1.0,1.0,367.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,745000.0,9.2,3058.0,1.0,3.0,473.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,u,532500.0,9.2,3058.0,1.0,1.0,168.0,,1970.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,750000.0,9.2,3058.0,2.0,2.0,310.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,815000.0,9.2,3058.0,2.0,2.0,376.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,637000.0,9.2,3058.0,1.0,4.0,498.0,97.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,4,h,950000.0,9.2,3058.0,2.0,2.0,298.0,231.0,2013.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,780000.0,9.2,3058.0,1.0,2.0,677.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,860000.0,9.2,3058.0,2.0,3.0,472.0,134.0,1970.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,5,h,1172000.0,9.2,3058.0,3.0,2.0,425.0,37.0,2014.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,h,530000.0,9.2,3058.0,1.0,1.0,332.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,2,t,570000.0,9.2,3058.0,2.0,2.0,186.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,2000000.0,9.2,3058.0,1.0,1.0,973.0,,,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,650000.0,9.2,3058.0,1.0,1.0,407.0,95.0,1930.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,4,h,792000.0,9.2,3058.0,2.0,1.0,320.0,131.0,1950.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,720000.0,9.2,3058.0,1.0,2.0,499.0,105.0,1970.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Coburg North,3,h,970000.0,9.2,3058.0,1.0,2.0,575.0,129.0,1960.0,Northern Metropolitan,3445.0,3058.0,103.10526315789474,133.0,9.583333333333334,9.395833333333334
Collingwood,2,t,750000.0,1.6,3066.0,1.0,1.0,115.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,890000.0,1.6,3066.0,1.0,1.0,178.0,70.0,1900.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,u,1260000.0,1.6,3066.0,1.0,1.0,0.0,129.0,1900.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,u,855000.0,1.6,3066.0,1.0,1.0,2886.0,122.0,1830.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,h,1260000.0,1.6,3066.0,1.0,0.0,167.0,,1900.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,1320000.0,1.6,3066.0,2.0,1.0,0.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,1430000.0,1.6,3066.0,1.0,0.0,231.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,t,1125000.0,1.6,3066.0,2.0,2.0,0.0,151.0,2000.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,u,950000.0,1.6,3066.0,2.0,1.0,15900.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,u,910000.0,1.6,3066.0,1.0,1.0,0.0,97.0,1880.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,1,u,452000.0,1.6,3066.0,1.0,1.0,816.0,53.0,2000.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,1,u,440000.0,1.6,3066.0,1.0,1.0,2773.0,,2010.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,1,u,415000.0,1.6,3066.0,1.0,1.0,3701.0,62.0,2005.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,1015000.0,1.6,3066.0,1.0,0.0,117.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,1,u,372000.0,1.6,3066.0,1.0,1.0,0.0,65.0,2005.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,u,1326000.0,1.6,3066.0,2.0,1.0,0.0,190.0,2013.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,t,910000.0,1.6,3066.0,1.0,1.0,171.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,1230000.0,1.6,3066.0,2.0,1.0,0.0,153.0,1920.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,855000.0,1.6,3066.0,1.0,0.0,130.0,80.0,1890.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,1,u,457000.0,1.6,3066.0,1.0,1.0,406.0,49.0,1970.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,t,897500.0,1.6,3066.0,2.0,1.0,82.0,82.0,1995.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,u,865000.0,1.6,3066.0,2.0,1.0,0.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,1265000.0,1.6,3066.0,1.0,1.0,282.0,112.0,1920.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,1260000.0,1.6,3066.0,1.0,2.0,116.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,h,1075000.0,1.6,3066.0,1.0,0.0,183.0,104.0,1880.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,u,1470000.0,1.6,3066.0,2.0,2.0,0.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,1,u,366000.0,1.6,3066.0,1.0,1.0,0.0,44.0,1970.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,1,u,461000.0,1.6,3066.0,1.0,1.0,0.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,h,981000.0,1.6,3066.0,1.0,0.0,188.0,107.0,1900.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,2,u,683000.0,1.6,3066.0,1.0,1.0,0.0,92.0,1900.0,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
Collingwood,3,h,1470000.0,1.6,3066.0,2.0,0.0,150.0,,,Northern Metropolitan,4553.0,3066.0,145.989898989899,297.0,9.643153526970954,9.908713692946058
